Five Points Distilling,United States,6,13,86.04
Flag Hill Distillery,United States,2,0,0
Flat Rock Spirits Distillery,United States,1,1,80
Fleurieu Distillery,Australia,23,17,82.87
Florida Caribbean Distillers,United States,4,0,0
Florida Farm Distillers,United States,2,10,71.84
Fogs's End Distillery,United States,1,1,69
Foothills Distillery,United States,3,14,81.08
Forgan Distillery Ltd.,United Kingdom,11,5,75.67
Forschungs- und Lehrbrennerei der UNI Hohenheim,Germany,5,1,50
Forty Creek,Canada,28,148,80.32
Fossey's Distillery,Australia,4,0,0
Four Roses Distillery,United States,1265,1980,83.05
Franken Bräu Riedbach,Germany,3,1,70
Frankfort Distillery Inc.,United States,5,6,86.08
Franklin County Distilleries,United States,2,0,0
Franz Kostenzer,Austria,20,26,65.89
Franz Stettner & Sohn GmbH,Germany,1,4,82.5
Franziska - Die Brennerin,Germany,3,10,78.86
Franzlahof,Austria,1,1,72
Freeland Spirits,United States,1,0,0
Fremont Mischief Distillery,United States,8,5,66.38
Frey Ranch,United States,7,0,0
Frongoch Distillery,United Kingdom,1,0,0
Fugitives Spirits,United States,6,0,0
Fuji Gotemba,Japan,94,393,84.63
Fukano Distillery,Japan,11,6,85.4
Furneaux,Australia,4,4,81.5
G. Miclo,France,16,69,81.51
Gammelstilla Whisky,Sweden,28,34,84.13
Garnheath,Scotland,36,321,87.57
Garrison Brothers Distillery,United States,46,94,85.88
Gartbreck Distillery,Scotland,0,0,0
Gasthof Dinkel,Germany,1,1,83
Gasthof Hirsch,Germany,1,2,56.5
Geiger Destillerie & Imkerei,Germany,13,22,76.71
GeistReich Feindestillerie,Germany,1,0,0
Gelephu Distillery,Bhutan,9,11,72.9
Gemenc,Hungary,11,10,75.67
George Washington's Grist Mill and Distillery,United States,3,4,62.5
Georgia Distilling Company,United States,4,0,0
Gerhard Büchner,Germany,11,39,71.26
Gerlachus Bierbrouwerij en Whiskystokerij,Netherlands,19,11,68.13
Ghost Coast Distillery,United States,4,0,0
Gibson Canadian Distillery LTD.,Canada,3,4,83.75
Gilbert Holl,France,3,4,80.67
Gimli,Canada,2,3,80
Ginebra San Miguel Inc.,Philippines,1,0,0
Girvan,Scotland,246,1960,83.75
Glacier Distilling,United States,5,2,68
Glann ar Mor,France,109,736,84.99
Glen Albyn,Scotland,181,1406,87.59
Glen Elgin,Scotland,620,8761,86.24
Glen Els,Germany,293,5047,86.21
Glen Flagler,Scotland,40,334,84.25
Glen Garioch,Scotland,770,13815,85.82
Glen Grant,Scotland,1709,19453,87.09
Glen Keith,Scotland,576,8960,86.94
Glen Kella,United Kingdom,11,14,69.42
Glen Mhor,Scotland,236,2098,87.26
Glen Moray,Scotland,1358,13197,85.28
Glen Nevis Distillery,Scotland,0,0,0
Glen Ord,Scotland,470,6009,85.37
Glen Scotia,Scotland,863,12562,85.51
Glen Spey,Scotland,314,2691,84.22
Glenallachie,Scotland,859,15638,85.57
Glenburgie,Scotland,796,8716,86.05
Glencadam,Scotland,406,4839,85.79
Glendalough Distillery,Ireland,80,833,80.99
Glendree Distillery,Ireland,0,0,0
Glendronach,Scotland,1539,61427,88.02
Glendullan,Scotland,303,3329,84.07
Glenesk,Scotland,96,1180,87.01
Glenfarclas,Scotland,2188,46105,87.82
Glenfiddich,Scotland,1191,23103,84.92
Glenfoyle,Scotland,1,0,0
Glenfyne (Glendarroch Glenglip),Scotland,1,4,92.5
Glenglassaugh,Scotland,564,14063,87.32
Glengoyne,Scotland,985,21071,86.08
Glengyle,Scotland,178,10780,85.74
Glenkinchie,Scotland,182,3902,83.02
Glenlivet,Scotland,2222,26722,86.26
Glenlochy,Scotland,112,1532,89.96
Glenlossie,Scotland,628,6406,86.15
Glenmorangie,Scotland,843,25560,84.77
Glenmore Distilleries Co.,United States,29,50,84.18
Glenns Creek Distilling,United States,4,2,85.5
Glenora Distillery,Canada,41,169,72.49
Glenramskill Distillery,Scotland,0,0,0
Glenrothes,Scotland,1802,23182,86.24
Glenside Distillery,Scotland,0,0,0
Glentauchers,Scotland,834,7821,85.67
Glenturret,Scotland,641,7021,85.44
Glenugie,Scotland,132,1332,88.93
Glenury Royal,Scotland,120,2284,88.83
GlenWyvis Distillery,Scotland,4,2,77
Glina Whisky,Germany,63,139,75.91
Goalong Liquor,China,6,20,78.87
Godet Frères Cognac,France,4,5,78.78
Golden Distillery,United States,2,0,0
Golden Moon Distillery,United States,11,52,84.63
Gölles,Austria,3,8,78
Gooderham & Worts,Canada,1,11,86.5
Goodridge & Willams,Canada,3,0,0
Gortinore Distillers & Co.,Ireland,0,7,85.2
Gotland Whisky,Sweden,15,80,83.57
Gourmet Berner GmbH & Co. KG,Germany,3,3,74
Graanbranderij De IJsvogel,Netherlands,24,109,76.71
Graanstokerij Filliers,Belgium,45,243,73.18
Grand Traverse Distillery,United States,3,7,81.59
GrandTen Distilling,United States,1,1,70
Granit Destillerie,Austria,3,4,20.75
Graton Distilling Co.,United States,3,2,79
Great Lakes Distillery,United States,10,4,80.83
Great Northern Distilling,United States,3,1,81
Great Outback,Australia,3,13,71.91
Great Southern Distilling Company,Australia,60,53,79.83
Great Wagon Road Distilling Company,United States,2,8,87.8
Green River Distillery,United States,1,0,0
Green River Distillery,United States,0,0,0
Greenbar Distillery,United States,4,1,75
Greenbrier,United States,3,1,81
Griffin Ranch Micro Distillery,United States,1,0,0
Griffo Distillery,United States,6,5,40.33
Grumsiner Brennerei G.m.b.H.,Germany,2,3,68.75
Grüner Baum,Germany,2,2,46.5
Grythyttan,Sweden,66,208,83.85
Guglhof,Austria,17,33,70.61
Guillon,France,28,96,76.02
Gulf Coast Distillers,United States,2,0,0
Gute Destilleri,Sweden,3,12,76.95
Gutshof Andres,Germany,1,0,0
Gyokusendo Shuzo,Japan,2,1,78
H.Clark Distillery,United States,2,0,0
Habbel's Destillerie & Brennerei,Germany,20,77,71.9
Hafendestillerie und Brauerei,Germany,5,16,71.14
Hagen-Rühli,Switzerland,12,8,80.47
Hakushu,Japan,187,2762,87.62
Halber Mond,Germany,6,4,81.17
Hali'imaile Distilling Co.,United States,2,1,77
Hamilton Distillers,United States,19,24,81.67
Hanson of Sonoma Distillery,United States,1,0,0
Hanyu,Japan,190,3194,87.77
Harald Keckeis,Austria,5,14,71.38
Hard Truth Distilling,United States,1,0,0
Hardenberg Distillery,Germany,9,22,75.21
Hart Family Brewers,United Kingdom,1,0,0
Hartfield & Co.,United States,2,0,0
Hartges Kornbrennerei GmbH & Co. KG,Germany,1,0,0
Hausbrauerei Altstadthof,Germany,55,180,82.16
Hausbrennerei Hettig,Germany,1,4,69.5
Hawkshead Brewery,United Kingdom,1,0,0
Hazelburn Distillery,Scotland,2,0,0
Headframe Spirits,United States,2,0,0
Headlands Distilling Co.,Australia,2,2,85
Healeys Cornish Cyder Farm,United Kingdom,11,6,82.5
"Heaven Hill Distilleries, Inc.",United States,4265,5541,83.65
Helios Distillery,Japan,9,74,76.65
Hellyers Road Distillery,Australia,54,399,83.62
Henry Farms Prairie Spirits,United States,10,2,82.5
Henstone Distillery Ltd.,United Kingdom,3,8,81.25
Hepp,France,46,95,77.58
Hercynian Distilling Co. / Hammerschmiede,Germany,107,1688,88
Heritage Distilling Co.,United States,14,4,79.25
Hessische Spezialitätenbrennerei-Behlen GmbH,Germany,2,2,80.5
Hiebl Destillerie,Austria,1,0,0
Hierber Brennerei,Luxembourg,4,15,75.04
High Coast Distillery,Sweden,89,459,85.76
High West Distillery,United States,191,501,84.78
High Wire Distilling Co.,United States,4,0,0
HighGlen Whisky Distillery,Switzerland,24,11,77.89
Highland Distillery,Scotland,0,0,0
Highland Park,Scotland,2853,48411,87.31
Highspire Whiskey,United States,1,0,0
Highwood Distillers,Canada,21,52,80.71
Hillrock Estate Distillery,United States,8,24,82.79
Hill's Liquere,Czech Republic,4,0,0
Hillwood,Australia,4,1,80
Hinch Distillery Co.,Ireland,0,0,0
Hinrichsen's,Germany,1,0,0
Hinricus Noyte's Spirituosen,Germany,20,100,82.01
Hiram Walker,Canada,128,428,78.14
Hoffman Distillery / Old Commonwealth Distillery,United States,3,0,0
Höllberg Brennerei,Germany,3,8,55.56
Hollen,Switzerland,37,68,74.68
Holweger,Germany,1,1,75
Holy Distillery,Taiwan,4,0,0
Holyrood Distillery,Scotland,1,0,0
Homberg KG Weinbrennerei - Schloss Magenheim,Germany,1,0,0
Hood River Distillers Inc.,United States,14,19,77.06
Hotel Tango,United States,1,0,0
Hounds Tooth,Australia,1,0,0
Humbel Distillery,Switzerland,28,26,73.83
Hven,Sweden,25,290,82.41
Immortal Spirits & Distilling Company,United States,1,1,78
Imperial,Scotland,614,6363,86.75
InchDairnie,Scotland,3,7,87.17
Inchgower,Scotland,547,7157,85.51
Ingendael,Belgium,2,3,82.33
Invergordon,Scotland,562,6088,86.82
Inverleven,Scotland,123,756,86.12
Iron House Distillery,Australia,17,0,0
Iron Smoke,United States,3,0,0
Iron Wolf,United States,1,1,83
Ironbridge Spirit Company,United Kingdom,1,0,0
Ironclad Distillery Co.,United States,1,2,75
Ironroot Republic Distillery,United States,13,44,80
Irten'ge - Gurten Farmhouse Distillery,Switzerland,2,17,80.6
Isaiah Morgan,United States,2,0,0
Isanti Spirits LLC,United States,3,0,0
Isarnhoe Destillerie,Germany,3,7,82.17
ISFJORD,Denmark,2,2,86
Isle of Harris Distillers Ltd.,Scotland,0,0,0
Isle of Jura,Scotland,780,12684,83.79
Isle of Wight Distillery (2014 - 2018),United Kingdom,0,0,0
Isle of Wight Distillery (2018 - present),United Kingdom,0,0,0
It's 5 Artisan Distillery,United States,2,1,75
Ivy Mountain,United States,2,0,0
J et M Lehmann,France,6,34,77.99
J. Carver Distillery,United States,7,0,0
J. Rieger & Co.,United States,7,1,73
J. Riley Distillery,United States,3,0,0
J.W. Kelly & Co,United States,1,0,0
Jack Daniel's,United States,688,3651,77.83
James E. Pepper Distilling Co.,United States,10,71,83.67
James Sedgwick,South Africa,50,521,80.19
Jeptha Creed Distillery,United States,5,0,0
Jersey Spirits Distilling Co.,United States,2,1,90
JF Strothman Distillery,United States,1,0,0
Jim Beam,United States,717,5464,79.63
Joadja Distillery,Australia,14,7,85.33
Joe Morgan's Black Diamond Distillery,United States,2,0,0
Joh. B. Geuting,Germany,27,80,75.57
John Distilleries,India,149,2730,84.57
John Emerald Distilling Co.,United States,1,0,0
John's Lane (John Power) Distillery,Ireland,26,87,82.16
Jonasberg Stokerij,Belgium,1,2,72.5
Jones Road Distillery,Ireland,3,4,83.34
Jos. A. Magnus & Co.,United States,12,23,87.97
Josiah Thedford & Sons,United States,1,0,0
Journeyman Distillery,United States,65,106,84.93
Kaerilis,France,12,8,82.25
Kagoshima,Japan,6,92,86.89
Kaikyo Distillery,Japan,5,42,80.06
Kalkwijck Distillers,Netherlands,18,137,78.95
Kampen Destillateurs,Netherlands,8,8,66.28
Kanosuke Distillery,Japan,13,46,80.27
Kartveli,Georgia,3,18,73.65
Karuizawa,Japan,677,9884,88.26
Kauzen Bräu,Germany,8,22,78.63
Kavalan,Taiwan,2829,11974,87.17
Kawasaki,Japan,32,430,90.21
Kellerstrass Distillery,United States,3,0,0
Kentucky Artisan Distillery,United States,2,0,0
Kentucky Bourbon Distillers,United States,511,1332,84.62
Kentucky Peerless Distilling Co.,United States,22,9,83.05
Kern & Schweigert,Germany,2,0,0
KGB Spirits,United States,5,1,87
Khoday India Ltd.,India,4,2,76
Kilbeggan Distillery,Ireland,22,93,80.48
Kilchoman,Scotland,1042,21219,86.03
Killara Distillery,Australia,6,0,0
Killarney Distillery,Ireland,0,0,0
Killowen Distillery,Ireland,12,3,84
Killyloch,Scotland,4,52,88.08
Kimbland,Scotland,0,0,0
Kinclaith,Scotland,38,262,87.3
Kindschi Söhne AG,Switzerland,1,1,75
Kings County Distillery,United States,23,66,81.98
Kingsbarns Distillery,Scotland,34,675,84.8
Kininvie,Scotland,49,1974,83.05
Kinloch Distillery,Scotland,0,0,0
KINSIP,Canada,2,0,0
Kintyre Distillery,Scotland,0,0,0
Kinzig-Brennerei,Germany,16,56,64.31
Kiwi Spirit Distillery Ltd.,New Zealand,4,6,65.75
Klein Amerika Distillery,Netherlands,0,0,0
Kleinbrennerei Fitzke,Germany,6,14,75.58
Kleinhenz,Germany,1,0,0
Kloster Zinna,Germany,1,3,83.67
Klosterdistille Machern,Germany,2,3,73.5
Knaplund,Denmark,9,6,80.13
Knockando,Scotland,346,3312,83.97
Knockdhu,Scotland,236,5307,84.21
KO Distilling,United States,5,1,85
Koenig Distillery and Winery,United States,2,3,83
Kohler Hofladen,Germany,1,2,70
Ko'olau,United States,1,7,77.5
Köppel Brennerei,Germany,0,0,0
Kord Distillery,Czech Republic,2,0,0
Kornbrennerei August Dinsing,Germany,1,0,0
Kornbrennerei Böckenhoff GmbH & Co. KG,Germany,3,0,0
Kornbrennerei Gerhard Wagner,Germany,6,6,64
Kornbrennerei J.J. Kemper,Germany,17,50,77.13
Kornbrennerei Wollbrink,Germany,1,0,0
KOVAL Distillery,United States,107,347,78.71
Kozuba & Sons Distillery,United States,2,0,0
Krobār Craft Distillery,United States,4,0,0
Kuenz Naturbrennerei,Austria,6,19,83.18
"Kumesen Distillery Co., Ltd.",Japan,9,24,88.77
Kümin Weinbau,Switzerland,5,14,74.5
Kymsee Whisky,Germany,18,38,78.75
Kyrö Distillery Company,Finland,26,107,80.89
La Alazana,Argentina,5,3,86
La Piautre,France,1,1,83
Ladyburn,Scotland,90,795,87.8
Lagavulin,Scotland,605,34465,88.07
Lagg,Scotland,6,27,80.48
Lagler,Austria,4,9,81.38
Lake George Distilling Co.,United States,6,2,77.5
Lamas Destilaria,Brazil,9,9,73
Langatun,Switzerland,258,563,81.65
Länna Bruk Dryckeshandel,Sweden,0,0,0
Laphroaig,Scotland,2964,67641,87.47
Lark Distillery,Australia,164,141,83.78
Las Vegas Distillery,United States,16,32,80.44
Last Mountain Distillery,Canada,5,4,77.5
Last Straw Distillery,Canada,2,1,91
Launceston,Australia,19,5,74.88
Lautergold,Germany,1,2,85
Lava Bräu Braumanufaktur,Austria,22,8,55.38
Lawrenceburg Distillery,United States,25,85,83.42
Lawrenny Distilling,Australia,1,0,0
Laws Whiskey House,United States,30,9,81.71
Lebe & Geniesse - Langenrohr,Austria,8,7,86.08
Lechtaler Haussegen,Austria,2,0,0
Lee Spirits Co.,United States,1,0,0
Legent Distilling Co.,United States,2,116,84.16
Leopold Bros,United States,10,9,56.64
Lexington Brewing and Distilling Co.,United States,11,40,83.64
Liberty Call Distillery,United States,1,0,0
Likörfabrik Mikolasch,Austria,1,0,0
Limestone Branch Distillery,United States,27,85,85.94
Linkwood,Scotland,1791,14014,86
Litchfield Distillery,United States,6,8,84
Littlemill,Scotland,635,15064,87.14
Lo Artisan Distillery,United States,1,0,0
Lobangernich,Germany,5,11,74.86
Loburger Brennereimanufaktur,Germany,4,0,0
Loch Brewery & Distillery,Australia,7,0,0
Loch Ewe Distillery,Scotland,13,13,69.59
Loch Lomond,Scotland,1005,9996,83.43
Lochhead,Scotland,1,0,0
Lochindaal (Closed),Scotland,6,0,0
Lochruan Distillery,Scotland,0,0,0
Lochside,Scotland,208,4221,88.42
Lochside Distillery,Scotland,0,0,0
Lockwood Distilling Company,United States,0,0,0
Lohnbrennerei Keiser GmbH,Switzerland,7,14,82.75
London Distillers (K) Ltd.,Kenya,4,17,48.33
Lone Wolf,Scotland,0,0,0
Lonerider Spirits,United States,1,0,0
Long Island Spirits,United States,30,14,83.31
Longhorn Distillery,Germany,3,2,85.5
Longmorn,Scotland,1489,18314,87.43
Longrow Distillery,Scotland,2,1,83
Los 2 Compadres,Mexico,3,1,81
Lossit,Scotland,1,6,80.5
Lost Republic Distilling Co.,United States,4,1,88
Lost Spirits Distillery,United States,21,207,72.21
Lost State Distilling,United States,1,0,0
Lough Gill Distillery,Ireland,0,0,0
Lough Mask Distillery,Ireland,0,0,0
Lough Ree Distillery,Ireland,0,1,89
Louisville Distilling Co LLC,United States,40,212,84.89
Luca Mariano,United States,3,0,0
Lucky Bastard Distillers,Canada,4,3,79.67
Ludlow Whisky Company,United Kingdom,4,2,72.5
Lüthy,Switzerland,33,53,81.62
Lynchburg Distillery,United States,1,0,0
Lyon Distilling Co.,United States,2,0,0
M&H Whisky Distillery,Israel,88,662,82.73
Macallan,Scotland,3154,43344,88.14
Macardo,Switzerland,18,25,75.75
Macduff,Scotland,877,7011,84.93
Mackmyra,Sweden,452,5362,82.67
Mad River Distillers,United States,5,3,81.25
Mahrs Bräu,Germany,1,4,69.25
Maiden Derry Distillery,Ireland,2,0,0
Maidstone Distillery,United Kingdom,0,0,0
Maison Daucourt,France,2,1,71
Maison Du Vigneron,France,4,21,67.4
Maison Sivo,Canada,1,0,0
"Maker's Mark Distillery, Inc.",United States,286,1542,81.15
Malahats Spirits Co.,United States,2,0,0
Malibreiz,France,4,1,65
Malt Mill,Scotland,2,0,0
Mammoth,United States,4,0,0
Manifest Distilling,United States,1,0,0
Manly Spirits Co. Distillery,Australia,1,0,0
Mannochmore,Scotland,395,4294,84.51
Maraska,Croatia,2,0,0
Marder Distillery,Germany,15,40,80.22
Marillenhof - Destillerie - Kausl,Austria,8,10,74.25
Märkische Spezialitätenbrennerei,Germany,28,35,76.94
Marrowbone Lane (William Jameson),Ireland,1,0,0
Martes Santo,Spain,1,0,0
Matsui Shuzo,Japan,57,494,81.75
Matter Spirits,Switzerland,4,4,73.83
MB Roland Distillery,United States,21,6,82.5
McCashin's Brewery,New Zealand,0,0,0
McClintock Distilling Co.,United States,3,0,0
McCormick Distilling Co.,United States,11,80,74.71
McDowell's,India,7,10,48.43
McHenry Distillery,Australia,27,7,86.17
Meadowburn Distillery,Scotland,0,0,0
Meiers - Allgäuer Edelbrände,Germany,7,8,67.69
Meissener Spezialitätenbrennerei,Germany,3,6,80.17
Mellwood Distillery,United States,1,0,0
MGP,United States,85,29,88.31
Michelehof,Austria,1,0,0
Michter's Distillery,United States,443,1487,85
Micil Distillery,Ireland,4,6,83.92
Middle West Spirits,United States,8,3,71.67
Midleton (1975-),Ireland,776,15520,83.4
Mile High Spirits,United States,2,1,77
Millburn,Scotland,110,1585,88.63
Miltonduff,Scotland,944,8896,85.69
Minhas Distillery,United States,3,4,69.33
Minsk Grape Wines Factory,Belarus,1,0,0
Miscellaneous Distillery,United States,3,0,0
Mississippi River Distilling Company,United States,32,2,81
Missouri Spirits,United States,2,0,0
Miyagikyo,Japan,331,6849,85.91
Miyashita Sake Brewery,Japan,9,15,85.98
Moe Distillery,Estonia,1,0,0
"Mönchguter Hofbrennerei ""Zur Strandburg""",Germany,26,79,72.75
Monde Shuzou,Japan,8,295,64.88
Monkey Hollow Distillery,United States,1,0,0
Mont-Saint-Jean,Belgium,3,0,0
Moon Distilling,Canada,1,0,0
Moon Harbour,France,18,44,79.85
Moonshine Creek Distillery,Canada,0,0,0
Morris of Rutherglen,Australia,2,0,0
Mortlach,Scotland,1934,25161,86.17
Mosgaard Whisky,Denmark,41,149,82.03
Mossfield Distillery,Scotland,0,0,0
Mosswood Distillers,United States,5,0,0
Mosterei & Brennerei Kobelt,Switzerland,3,1,70
Mountain Dew Distillery,Scotland,0,0,0
Mountain Laurel Spirits,United States,20,80,77.96
Mountain State Distillery,United States,2,0,0
Mourne Dew Distillery,United Kingdom,8,0,0
Mt. Uncle Distillery,Australia,2,6,73.17
mühle4 - Manufaktur edler Brände,Germany,11,19,73.03
Mühlenbrennerei,Germany,1,2,84.5
Mühlhäuser,Germany,11,6,76.83
Mulindry,Scotland,0,0,0
Murree Brewery,Pakistan,8,7,32
Mwórveld Distillery B.V.,Netherlands,2,3,87
Myer Farm Distillers,United States,4,2,79.5
Myken Destilleri,Norway,15,130,83.96
Mykulynetsky Brovar,Ukraine,5,9,24.5
Mystic Farm & Distillery,United States,5,0,0
Nagahama,Japan,32,95,86.17
Naguelann,France,4,12,83.03
Nahmias et Fils,United States,4,0,0
Nant Distillery,Australia,38,50,83.68
Nantou Distillery,Taiwan,284,650,85.29
Nc'nean Distillery,Scotland,14,463,85.11
Nearest Green Distillery,United States,11,18,82.11
Nelson's Green Brier Distillery,United States,43,36,86.17
Nephin Whiskey Distillery,Ireland,0,0,0
Nestville Distillery,Slovakia,31,117,74.07
Nevada H&C Distilling Co.,United States,16,14,82.74
New Deal Distillery,United States,1,0,0
New England Distilling,United States,3,0,0
New Holland Brewing,United States,16,24,80.86
New Liberty,United States,12,0,0
New Riff Distilling,United States,52,63,87.08
New York Distilling Company,United States,14,40,78.53
Newport Craft Distilling Co.,United States,3,0,0
Newton,Scotland,0,0,0
Nibelungengold Brauerei und Destillerie,Austria,2,0,0
Nicolai & Sohn,Germany,0,0,0
Niederrhein Destille,Germany,6,9,67.9
Niigata Distillery,Japan,1,1,25
Ninkasi,France,6,10,81.83
Nishinomiya,Japan,31,360,86.84
Noble Elite Drinks,Belgium,1,3,70
Nonesuch Distillery,Australia,9,15,93.9
NORDIK Edelbrennerei,Germany,13,37,70.6
Nordisk Brænderi,Denmark,33,140,86.47
Nordlicht Destillerie,Germany,1,0,0
Nordmarkens Destilleri AB,Sweden,12,9,84
Norrtelje Brenneri,Sweden,19,32,80.67
North British,Scotland,395,2697,84.68
North of 7 Distillery,Canada,3,2,81.5
North of Scotland,Scotland,72,675,87.69
North Port,Scotland,123,1017,87.23
North Shore Distillery,United States,1,0,0
Northmaen,France,5,11,76.07
Northoff Feinbrennerei,Germany,46,300,84.23
Number Nine Spirituosenmanufaktur,Germany,57,319,82.37
Nun's Island Distillery,Ireland,2,0,0
Nyborg Distillery,Denmark,18,30,83.42
O.F.C.- Stagg Distillery,United States,3,0,0
O.Z. Tyler,United States,4,2,82
Oban,Scotland,204,6778,84.83
O'Begley Distillery,United States,2,0,0
Obstbrennerei Dirk Böckenhoff,Germany,1,3,77
Obsthof Münster - Glen Utin,Germany,0,0,0
Obst-Korn Brennerei ZAISER,Germany,13,19,73.77
Ocean King Distillers,India,3,16,78.89
Octomore (Closed),Scotland,0,10,88.17
Odd Society,Canada,2,1,84
Off The Clock Spirits,United States,1,0,0
Ohishi Distillery,Japan,14,11,80.4
Okanagan Spirits,Canada,11,2,77.5
Old Carrick Mill Distillery,Ireland,2,0,0
Old Carter Whiskey Co.,United States,42,2,87.5
Old Comber,Ireland,5,30,87.39
Old Crow Distillery,United States,23,21,81.37
Old Dominick Distillery,United States,1,0,0
"Old Elk Distilleries, LLC",United States,8,2,87.5
Old Forester Distilling Co.,United States,10,42,82.1
Old Forge Distillery,United States,3,8,85.5
Old Gamundia Whisky,Germany,3,0,0
Old Grand-Dad Distillery,United States,49,122,84.94
Old Hobart Distillery,Australia,57,71,80.94
Old Kempton Distillery,Australia,64,18,85.41
Old Line Spirits,United States,4,4,86.17
Old Midleton (1825-1975),Ireland,34,78,86.43
Old Nick Williams Co.,United States,1,6,79.67
Old Pulteney,Scotland,697,13165,85.79
Old Raven,Austria,43,160,83.95
Old Rip Van Winkle,United States,62,662,87.67
Old Sandhill,Germany,16,22,77.22
Old School Brewery,United Kingdom,2,0,0
Old Sugar Distillery,United States,1,0,0
Old Tahoe Distillery,United States,1,9,81.43
Old World Spirits,United States,3,0,0
Ole Smoky Distillery,United States,10,93,55.38
One Eight Distilling,United States,19,7,82.29
Oola Distillery,United States,12,0,0
Oppidan Spirits,United States,9,3,80
Orange County Distillery,United States,1,0,0
Orcas Island,United States,1,2,40.5
Oregon Spirit Distillers,United States,8,3,82
ORMA,Switzerland,4,2,79.5
Osuzuyama,Japan,1,0,0
Otter Craft Distilling,Australia,14,0,0
Ouche Nanon Distillery,France,1,0,0
Öufi-Brauerei,Switzerland,8,6,82.5
Ozark Distillery,United States,1,0,0
Palais Benedictine,France,0,0,0
Palírna U Zeleného stromu,Czech Republic,4,4,69.67
Palmetto Distillery,United States,4,2,85
Panimoravintola Beer Hunter's,Finland,11,23,83.45
Panimoravintola Koulu,Finland,2,2,72
Panther Distillery,United States,7,2,68.5
Parkmore,Scotland,2,1,87
Parliament Distillery,United States,2,2,50.5
Patrick Breindl,Switzerland,1,6,65
Peach Street Distillers,United States,5,5,76.33
Pearse Lyons Distillery,Ireland,28,222,79.61
Peloni,Italy,2,20,75.63
Pelter Distillery,Israel,2,4,81.5
Pemberton Distillery,Canada,7,2,82
Penderyn,United Kingdom,215,3116,83.49
Penninger,Germany,3,34,76.79
Pennington Distilling Co.,United States,10,1,85
Persse's Galway Whiskey Ltd.,Ireland,0,0,0
Peter Affenzeller,Austria,8,22,77.68
Peterseil,Austria,1,0,0
Pfanner,Austria,13,43,80.48
Pfau Brennerei,Austria,4,8,63.1
Philadelphia Distilling,United States,3,1,76
Pianta Brand,Switzerland,4,2,85
Piedmont Distillers,United States,13,7,74.4
Pierde Almas Distillery,Mexico,2,0,0
Piet van Gent - Whisky-Distillery,Netherlands,1,0,0
Pinckney Bend,United States,0,0,0
Pittermanns Destillerie,Germany,5,0,0
Pittsburgh Distilling Company,United States,26,3,79
Pittyvaich,Scotland,130,1729,85.56
Pocketful of Stones Distillers Ltd,United Kingdom,1,0,0
Popcorn Sutton Distillery,United States,3,2,67
Port Charlotte (Closed),Scotland,1,3,86.67
Port Chilkoot Distillery,United States,2,0,0
Port Dundas,Scotland,236,1860,85.78
Port Ellen,Scotland,1325,22064,89.38
Potter,Canada,10,99,84.64
Pradlo Distillery,Czech Republic,10,280,80.16
Praskoveya Winery,Russian Federation,5,6,55.58
Preuschens Edelbrandbrennerei,Germany,1,0,0
Preussische Whisky Destillerie,Germany,47,62,71.58
Prichard's,United States,14,58,80.2
Primushäusl Edelbrände,Austria,1,0,0
Prince Edward Distillery,Canada,1,0,0
Privatbrauerei Friedrich Düll,Germany,6,12,74.95
Privatbrauerei Gols GmbH,Austria,1,0,0
Prohibition Distillery,United States,3,0,0
Proof Artisan Distillers,United States,1,0,0
Puni,Italy,28,727,78.46
Qvänum Mat & Malt,Sweden,1,4,72.5
Qvarnens Brygghus,Sweden,0,0,0
R. Jelínek,Czech Republic,87,624,85.31
R.M. Rose Co. Distillers,United States,3,0,0
Raasay Distillery,Scotland,27,248,83.19
Rabbit Hole Distilling,United States,8,7,85
Rabel,Germany,8,80,62.87
Rademon Estate Distillery,Ireland,0,0,0
Radermacher,Belgium,8,78,72.96
Radico Khaitan Ltd,India,21,84,74.6
Ragged Branch,United States,46,0,0
Railean Distillers,United States,0,0,0
Ranger Creek,United States,11,29,81.05
Ransom,United States,13,16,82.26
Re:Find,United States,4,0,0
Rebecca Creek Distillery,United States,9,2,84
Red Bordner,United States,2,0,0
Red Bull Distillery (1988) Co. Ltd.,Thailand,2,6,48
Red Eagle Distillery,United States,2,0,0
Reece's Distilled Spirits LLC,United States,4,0,0
Reisetbauer,Austria,19,58,60.76
Republic Restoratives,United States,4,3,76.25
Reservoir Distillery,United States,25,61,77.47
Restless Spirits Distillery,United States,3,0,0
Revsunds Distillery,Sweden,0,0,0
Rich Grain Distilling Co.,United States,1,0,0
Rieclachan Distillery,Scotland,0,0,0
Rig Hand Distillery,Canada,0,0,0
Rittmeister Destille,Germany,2,1,72
Riverbourne Distillery,Australia,17,1,84
Robert Meisner GmbH & Co. KG,Germany,3,0,0
Rochfort Distillery,Australia,21,3,89
Rock Town Distillery,United States,43,116,82.08
Rockfilter Distillery,United States,6,0,0
Roe & Co Distillery,Ireland,0,2,81.5
Rogue Spirits,United States,9,13,81.39
Rose Valley Feinbrand Manufaktur,Germany,5,14,78.63
Rosebank,Scotland,667,5426,86.81
Roseisle,Scotland,4,244,82.09
Rosenbrennerei Einbach,Germany,1,1,65
Roser,Germany,1,2,53.5
Rothaus,Germany,30,177,76.7
RoughStock,United States,18,89,72.13
Royal Brackla,Scotland,542,3244,84.41
